SO2,NOx,RSPM,AQI,City,latitude,longitude
27,28,145,130,Colaba,18.91,72.809998
18,55,205,170,Colaba,18.91,72.809998
22,55,132,121,Colaba,18.91,72.809998
14,23,135,123,Colaba,18.91,72.809998
21,19,165,143,Colaba,18.91,72.809998
22,26,183,155,Colaba,18.91,72.809998
20,31,135,123,Colaba,18.91,72.809998
8,16,173,149,Colaba,18.91,72.809998
18,47,185,157,Colaba,18.91,72.809998
22,34,197,165,Colaba,18.91,72.809998
19,18,147,131,Colaba,18.91,72.809998
23,23,120,113,Colaba,18.91,72.809998
24,36,140,127,Colaba,18.91,72.809998
23,36,178,152,Colaba,18.91,72.809998
27,45,179,153,Colaba,18.91,72.809998
9,34,92,92,Colaba,18.91,72.809998
20,25,117,111,Colaba,18.91,72.809998
23,31,206,171,Colaba,18.91,72.809998
26,35,128,119,Colaba,18.91,72.809998
26,37,196,164,Colaba,18.91,72.809998
19,20,121,114,Colaba,18.91,72.809998
27,52,193,162,Colaba,18.91,72.809998
24,34,197,165,Colaba,18.91,72.809998
24,32,203,169,Colaba,18.91,72.809998
27,23,199,166,Colaba,18.91,72.809998
27,35,234,189,Colaba,18.91,72.809998
26,35,128,119,Colaba,18.91,72.809998
24,36,140,127,Colaba,18.91,72.809998
18,28,162,141,Colaba,18.91,72.809998
17,43,112,108,Colaba,18.91,72.809998
17,45,187,158,Colaba,18.91,72.809998
13,80,124,116,Sion,19.041458,72.8722209
12,65,68,81,Sion,19.041458,72.8722209
11,57,81,81,Sion,19.041458,72.8722209
11,69,111,107,Sion,19.041458,72.8722209
10,82,120,113,Sion,19.041458,72.8722209
13,103,130,123,Sion,19.041458,72.8722209
9,98,136,124,Sion,19.041458,72.8722209
11,72,78,90,Sion,19.041458,72.8722209
13,66,63,83,Sion,19.041458,72.8722209
12,76,86,95,Sion,19.041458,72.8722209
13,55,70,70,Sion,19.041458,72.8722209
12,79,91,99,Sion,19.041458,72.8722209
14,77,91,96,Sion,19.041458,72.8722209
10,91,121,114,Sion,19.041458,72.8722209
10,81,168,145,Sion,19.041458,72.8722209
13,62,134,123,Sion,19.041458,72.8722209
11,56,131,121,Sion,19.041458,72.8722209
10,47,88,88,Sion,19.041458,72.8722209
10,53,81,81,Sion,19.041458,72.8722209
11,57,67,71,Sion,19.041458,72.8722209
12,55,76,76,Sion,19.041458,72.8722209
11,47,63,63,Sion,19.041458,72.8722209
11,32,48,48,Sion,19.041458,72.8722209
9,32,45,45,Sion,19.041458,72.8722209
10,42,54,54,Sion,19.041458,72.8722209
10,67,94,94,Sion,19.041458,72.8722209
10,79,87,99,Sion,19.041458,72.8722209
9,52,59,65,Sion,19.041458,72.8722209
9,41,57,57,Sion,19.041458,72.8722209
10,64,77,80,Sion,19.041458,72.8722209
10,43,64,64,Sion,19.041458,72.8722209
10,60,68,75,Sion,19.041458,72.8722209
13,44,66,66,Sion,19.041458,72.8722209
12,54,69,69,Sion,19.041458,72.8722209
14,67,109,106,Sion,19.041458,72.8722209
11,59,103,102,Sion,19.041458,72.8722209
12,54,90,90,Sion,19.041458,72.8722209
11,45,65,65,Sion,19.041458,72.8722209
11,91,101,111,Sion,19.041458,72.8722209
11,68,86,86,Sion,19.041458,72.8722209
9,78,118,112,Sion,19.041458,72.8722209
11,67,110,107,Sion,19.041458,72.8722209
12,35,74,74,Sion,19.041458,72.8722209
9,50,71,71,Sion,19.041458,72.8722209
10,31,52,52,Sion,19.041458,72.8722209
12,29,57,57,Sion,19.041458,72.8722209
10,45,72,72,Sion,19.041458,72.8722209
11,46,83,83,Sion,19.041458,72.8722209
13,49,109,106,Sion,19.041458,72.8722209
11,43,136,124,Sion,19.041458,72.8722209
10,48,135,123,Sion,19.041458,72.8722209
11,64,109,106,Sion,19.041458,72.8722209
12,42,71,71,Sion,19.041458,72.8722209
11,38,69,69,Sion,19.041458,72.8722209
13,29,74,74,Sion,19.041458,72.8722209
13,20,75,75,Sion,19.041458,72.8722209
11,19,85,85,Sion,19.041458,72.8722209
12,18,97,97,Sion,19.041458,72.8722209
10,22,75,75,Sion,19.041458,72.8722209
14,35,78,78,Sion,19.041458,72.8722209
13,36,155,137,Sion,19.041458,72.8722209
11,27,128,119,Sion,19.041458,72.8722209
12,31,199,166,Sion,19.041458,72.8722209
10,18,122,115,Sion,19.041458,72.8722209
12,18,82,82,Sion,19.041458,72.8722209
10,23,54,54,Sion,19.041458,72.8722209
9,15,41,41,Sion,19.041458,72.8722209
10,18,45,45,Sion,19.041458,72.8722209
12,30,63,63,Sion,19.041458,72.8722209
13,21,51,51,Sion,19.041458,72.8722209
13,21,56,56,Sion,19.041458,72.8722209
10,21,58,58,Sion,19.041458,72.8722209
12,22,59,59,Sion,19.041458,72.8722209
14,27,63,63,Sion,19.041458,72.8722209
13,31,62,62,Sion,19.041458,72.8722209
11,31,75,75,Sion,19.041458,72.8722209
11,33,82,82,Sion,19.041458,72.8722209
14,32,57,57,Sion,19.041458,72.8722209
15,27,43,43,Sion,19.041458,72.8722209
12,24,54,54,Sion,19.041458,72.8722209
14,31,50,50,Sion,19.041458,72.8722209
15,24,32,32,Sion,19.041458,72.8722209
4,26,30,33,Sion,19.041458,72.8722209
4,38,40,48,Sion,19.041458,72.8722209
4,31,12,39,Sion,19.041458,72.8722209
4,21,12,26,Sion,19.041458,72.8722209
14,21,36,36,Sion,19.041458,72.8722209
46,19,41,58,Sion,19.041458,72.8722209
40,20,35,35,Sion,19.041458,72.8722209
46,42,35,58,Sion,19.041458,72.8722209
51,28,37,64,Sion,19.041458,72.8722209
49,26,35,61,Sion,19.041458,72.8722209
45,27,16,56,Sion,19.041458,72.8722209
45,29,13,56,Sion,19.041458,72.8722209
48,34,14,60,Sion,19.041458,72.8722209
47,52,31,65,Sion,19.041458,72.8722209
43,25,13,54,Sion,19.041458,72.8722209
12,43,22,54,Sion,19.041458,72.8722209
11,51,14,64,Sion,19.041458,72.8722209
12,30,18,38,Sion,19.041458,72.8722209
10,34,32,43,Sion,19.041458,72.8722209
12,39,34,49,Sion,19.041458,72.8722209
14,39,20,49,Sion,19.041458,72.8722209
11,28,33,35,Sion,19.041458,72.8722209
12,37,30,46,Sion,19.041458,72.8722209
13,22,25,28,Sion,19.041458,72.8722209
10,21,37,37,Sion,19.041458,72.8722209
11,21,51,51,Sion,19.041458,72.8722209
13,18,42,42,Sion,19.041458,72.8722209
10,17,38,38,Sion,19.041458,72.8722209
14,26,43,43,Sion,19.041458,72.8722209
12,24,44,44,Sion,19.041458,72.8722209
12,26,36,36,Sion,19.041458,72.8722209
12,35,94,94,Sion,19.041458,72.8722209
14,34,41,43,Sion,19.041458,72.8722209
12,24,38,38,Sion,19.041458,72.8722209
14,19,30,30,Sion,19.041458,72.8722209
12,21,31,31,Sion,19.041458,72.8722209
15,31,33,39,Sion,19.041458,72.8722209
11,66,33,83,Sion,19.041458,72.8722209
10,79,73,99,Sion,19.041458,72.8722209
12,50,63,63,Sion,19.041458,72.8722209
14,36,51,51,Sion,19.041458,72.8722209
13,29,50,50,Sion,19.041458,72.8722209
14,30,45,45,Sion,19.041458,72.8722209
15,33,49,49,Sion,19.041458,72.8722209
14,54,42,68,Sion,19.041458,72.8722209
10,40,34,50,Sion,19.041458,72.8722209
12,40,34,50,Sion,19.041458,72.8722209
12,25,21,31,Sion,19.041458,72.8722209
12,46,23,58,Sion,19.041458,72.8722209
10,35,17,44,Sion,19.041458,72.8722209
9,18,26,26,Sion,19.041458,72.8722209
11,15,30,30,Sion,19.041458,72.8722209
9,14,38,38,Sion,19.041458,72.8722209
11,14,31,31,Sion,19.041458,72.8722209
11,18,34,34,Sion,19.041458,72.8722209
12,19,32,32,Sion,19.041458,72.8722209
12,16,30,30,Sion,19.041458,72.8722209
10,18,26,26,Sion,19.041458,72.8722209
13,19,29,29,Sion,19.041458,72.8722209
11,20,32,32,Sion,19.041458,72.8722209
11,25,30,31,Sion,19.041458,72.8722209
12,31,30,39,Sion,19.041458,72.8722209
10,20,35,35,Sion,19.041458,72.8722209
11,21,33,33,Sion,19.041458,72.8722209
9,18,30,30,Sion,19.041458,72.8722209
13,23,30,30,Sion,19.041458,72.8722209
11,28,31,35,Sion,19.041458,72.8722209
10,46,47,58,Sion,19.041458,72.8722209
10,45,70,70,Sion,19.041458,72.8722209
12,50,59,63,Sion,19.041458,72.8722209
14,60,55,75,Sion,19.041458,72.8722209
12,68,90,90,Sion,19.041458,72.8722209
15,43,71,71,Sion,19.041458,72.8722209
15,55,41,69,Sion,19.041458,72.8722209
13,72,83,90,Sion,19.041458,72.8722209
12,53,72,72,Sion,19.041458,72.8722209
13,57,33,71,Sion,19.041458,72.8722209
10,52,34,65,Sion,19.041458,72.8722209
10,59,48,74,Sion,19.041458,72.8722209
11,58,46,73,Sion,19.041458,72.8722209
12,71,29,89,Sion,19.041458,72.8722209
14,66,35,83,Sion,19.041458,72.8722209
12,49,22,61,Sion,19.041458,72.8722209
11,58,17,73,Sion,19.041458,72.8722209
13,27,17,34,Sion,19.041458,72.8722209
13,29,19,36,Sion,19.041458,72.8722209
13,49,22,61,Sion,19.041458,72.8722209
10,44,19,55,Sion,19.041458,72.8722209
12,54,17,68,Sion,19.041458,72.8722209
14,71,31,89,Sion,19.041458,72.8722209
14,87,51,107,Sion,19.041458,72.8722209
11,79,45,99,Sion,19.041458,72.8722209
11,94,53,114,Sion,19.041458,72.8722209
11,84,61,104,Sion,19.041458,72.8722209
12,70,29,88,Sion,19.041458,72.8722209
12,73,32,91,Sion,19.041458,72.8722209
13,74,66,93,Sion,19.041458,72.8722209
14,67,108,105,Sion,19.041458,72.8722209
13,84,78,104,Sion,19.041458,72.8722209
14,99,86,119,Sion,19.041458,72.8722209
14,71,72,89,Sion,19.041458,72.8722209
16,60,57,75,Sion,19.041458,72.8722209
12,95,58,115,Sion,19.041458,72.8722209
12,93,85,113,Sion,19.041458,72.8722209
15,83,91,103,Sion,19.041458,72.8722209
11,82,114,109,Sion,19.041458,72.8722209
12,75,93,94,Sion,19.041458,72.8722209
12,72,71,90,Sion,19.041458,72.8722209
12,74,62,93,Sion,19.041458,72.8722209
12,79,85,99,Sion,19.041458,72.8722209
12,90,106,110,Sion,19.041458,72.8722209
11,99,93,119,Sion,19.041458,72.8722209
11,117,155,137,Sion,19.041458,72.8722209
10,123,171,147,Sion,19.041458,72.8722209
11,132,239,193,Sion,19.041458,72.8722209
12,148,196,168,Sion,19.041458,72.8722209
11,142,169,162,Sion,19.041458,72.8722209
11,127,156,147,Sion,19.041458,72.8722209
10,117,139,137,Sion,19.041458,72.8722209
9,100,118,120,Sion,19.041458,72.8722209
10,132,137,152,Sion,19.041458,72.8722209
10,173,173,193,Sion,19.041458,72.8722209
16,28,186,157,Sion,19.041458,72.8722209
17,78,178,152,Sion,19.041458,72.8722209
17,64,182,155,Sion,19.041458,72.8722209
15,125,196,164,Sion,19.041458,72.8722209
11,95,185,157,Sion,19.041458,72.8722209
22,111,219,179,Sion,19.041458,72.8722209
35,179,244,199,Sion,19.041458,72.8722209
34,195,252,215,Sion,19.041458,72.8722209
34,172,239,193,Sion,19.041458,72.8722209
31,142,198,165,Sion,19.041458,72.8722209
30,113,180,153,Sion,19.041458,72.8722209
30,89,155,137,Sion,19.041458,72.8722209
32,137,220,180,Sion,19.041458,72.8722209
30,171,273,223,Sion,19.041458,72.8722209
28,176,232,196,Sion,19.041458,72.8722209
24,133,141,153,Sion,19.041458,72.8722209
23,97,171,147,Sion,19.041458,72.8722209
24,127,160,147,Sion,19.041458,72.8722209
23,89,144,129,Sion,19.041458,72.8722209
23,98,196,164,Sion,19.041458,72.8722209
24,120,218,179,Sion,19.041458,72.8722209
26,173,272,222,Sion,19.041458,72.8722209
26,130,256,206,Sion,19.041458,72.8722209
28,161,312,262,Sion,19.041458,72.8722209
28,170,289,239,Sion,19.041458,72.8722209
26,220,247,240,Sion,19.041458,72.8722209
24,120,218,179,Sion,19.041458,72.8722209
26,176,383,341,Sion,19.041458,72.8722209
12,100,134,123,Sion,19.041458,72.8722209
25,120,279,229,Sion,19.041458,72.8722209
27,123,308,258,Sion,19.041458,72.8722209
25,75,325,275,Sion,19.041458,72.8722209
24,132,331,281,Sion,19.041458,72.8722209
26,148,315,265,Sion,19.041458,72.8722209
24,104,208,172,Sion,19.041458,72.8722209
24,178,279,229,Sion,19.041458,72.8722209
24,157,244,196,Sion,19.041458,72.8722209
23,107,194,163,Sion,19.041458,72.8722209
22,109,188,159,Sion,19.041458,72.8722209
21,121,155,141,Sion,19.041458,72.8722209
22,184,199,204,Sion,19.041458,72.8722209
22,220,196,240,Sion,19.041458,72.8722209
23,185,235,205,Sion,19.041458,72.8722209
22,188,160,208,Sion,19.041458,72.8722209
21,159,207,179,Sion,19.041458,72.8722209
22,131,308,258,Sion,19.041458,72.8722209
21,159,329,279,Sion,19.041458,72.8722209
22,131,275,225,Sion,19.041458,72.8722209
21,159,210,179,Sion,19.041458,72.8722209
27,66,245,197,Sion,19.041458,72.8722209
28,229,257,249,Sion,19.041458,72.8722209
28,66,301,251,Sion,19.041458,72.8722209
29,203,291,241,Sion,19.041458,72.8722209
28,255,318,275,Sion,19.041458,72.8722209
27,157,277,227,Sion,19.041458,72.8722209
28,157,246,197,Sion,19.041458,72.8722209
29,229,164,249,Sion,19.041458,72.8722209
29,229,247,249,Sion,19.041458,72.8722209
27,157,264,214,Sion,19.041458,72.8722209
28,123,220,180,Sion,19.041458,72.8722209
27,157,203,177,Sion,19.041458,72.8722209
27,204,154,224,Sion,19.041458,72.8722209
27,199,189,219,Sion,19.041458,72.8722209
22,199,218,219,Sion,19.041458,72.8722209
22,97,186,157,Sion,19.041458,72.8722209
24,97,213,175,Sion,19.041458,72.8722209
22,35,206,171,Sion,19.041458,72.8722209
30,92,275,225,Sion,19.041458,72.8722209
27,76,270,220,Sion,19.041458,72.8722209
26,106,343,293,Sion,19.041458,72.8722209
23,96,229,186,Sion,19.041458,72.8722209
27,85,181,154,Sion,19.041458,72.8722209
28,53,136,124,Sion,19.041458,72.8722209
27,108,162,141,Sion,19.041458,72.8722209
24,90,165,143,Sion,19.041458,72.8722209
23,105,178,152,Sion,19.041458,72.8722209
26,102,198,165,Sion,19.041458,72.8722209
27,131,227,185,Sion,19.041458,72.8722209
31,129,239,193,Sion,19.041458,72.8722209
33,121,140,141,Sion,19.041458,72.8722209
27,62,185,157,Sion,19.041458,72.8722209
25,65,170,147,Sion,19.041458,72.8722209
19,61,236,191,Sion,19.041458,72.8722209
21,63,251,201,Sion,19.041458,72.8722209
22,102,233,189,Sion,19.041458,72.8722209
20,96,176,151,Sion,19.041458,72.8722209
18,26,149,133,Sion,19.041458,72.8722209
16,52,231,187,Sion,19.041458,72.8722209
15,66,273,223,Sion,19.041458,72.8722209
15,64,146,131,Sion,19.041458,72.8722209
15,64,146,131,Sion,19.041458,72.8722209
12,41,110,107,Sion,19.041458,72.8722209
11,122,147,142,Sion,19.041458,72.8722209
19,74,266,216,Sion,19.041458,72.8722209
17,78,221,181,Sion,19.041458,72.8722209
15,78,231,187,Sion,19.041458,72.8722209
13,84,226,184,Sion,19.041458,72.8722209
12,76,166,144,Sion,19.041458,72.8722209
13,78,212,175,Sion,19.041458,72.8722209
13,82,270,220,Sion,19.041458,72.8722209
12,85,247,198,Sion,19.041458,72.8722209
35,57,131,121,Worli,19.0166717,72.8166617
32,58,97,97,Worli,19.0166717,72.8166617
32,52,118,112,Worli,19.0166717,72.8166617
32,80,173,149,Worli,19.0166717,72.8166617
33,85,149,133,Worli,19.0166717,72.8166617
34,104,173,149,Worli,19.0166717,72.8166617
35,112,180,153,Worli,19.0166717,72.8166617
33,97,99,117,Worli,19.0166717,72.8166617
33,109,93,129,Worli,19.0166717,72.8166617
34,115,101,135,Worli,19.0166717,72.8166617
37,108,114,128,Worli,19.0166717,72.8166617
39,98,117,118,Worli,19.0166717,72.8166617
40,75,119,113,Worli,19.0166717,72.8166617
30,66,126,117,Worli,19.0166717,72.8166617
28,76,293,243,Worli,19.0166717,72.8166617
31,78,240,193,Worli,19.0166717,72.8166617
27,90,290,240,Worli,19.0166717,72.8166617
29,81,147,131,Worli,19.0166717,72.8166617
30,74,115,110,Worli,19.0166717,72.8166617
28,90,93,110,Worli,19.0166717,72.8166617
23,60,78,78,Worli,19.0166717,72.8166617
25,56,74,74,Worli,19.0166717,72.8166617
26,67,63,84,Worli,19.0166717,72.8166617
23,60,42,75,Worli,19.0166717,72.8166617
27,79,52,99,Worli,19.0166717,72.8166617
28,76,87,95,Worli,19.0166717,72.8166617
22,58,91,91,Worli,19.0166717,72.8166617
27,65,71,81,Worli,19.0166717,72.8166617
30,62,71,78,Worli,19.0166717,72.8166617
21,59,90,90,Worli,19.0166717,72.8166617
27,24,77,77,Worli,19.0166717,72.8166617
29,32,72,72,Worli,19.0166717,72.8166617
22,9,84,84,Worli,19.0166717,72.8166617
43,39,78,78,Worli,19.0166717,72.8166617
48,39,115,110,Worli,19.0166717,72.8166617
37,33,131,121,Worli,19.0166717,72.8166617
17,29,121,114,Worli,19.0166717,72.8166617
15,22,81,81,Worli,19.0166717,72.8166617
16,28,96,96,Worli,19.0166717,72.8166617
15,24,66,66,Worli,19.0166717,72.8166617
15,27,69,69,Worli,19.0166717,72.8166617
13,29,79,79,Worli,19.0166717,72.8166617
19,32,60,60,Worli,19.0166717,72.8166617
25,68,51,85,Worli,19.0166717,72.8166617
23,75,37,94,Worli,19.0166717,72.8166617
26,96,59,116,Worli,19.0166717,72.8166617
26,97,60,117,Worli,19.0166717,72.8166617
28,86,100,106,Worli,19.0166717,72.8166617
19,91,99,111,Worli,19.0166717,72.8166617
19,21,82,82,Worli,19.0166717,72.8166617
24,73,172,148,Worli,19.0166717,72.8166617
32,162,123,182,Worli,19.0166717,72.8166617
34,179,99,199,Worli,19.0166717,72.8166617
34,159,93,179,Worli,19.0166717,72.8166617
34,172,99,192,Worli,19.0166717,72.8166617
25,86,98,106,Worli,19.0166717,72.8166617
26,97,60,117,Worli,19.0166717,72.8166617
26,97,60,117,Worli,19.0166717,72.8166617
43,39,78,78,Worli,19.0166717,72.8166617
33,62,107,105,Worli,19.0166717,72.8166617
26,97,60,117,Worli,19.0166717,72.8166617
19,32,173,149,Worli,19.0166717,72.8166617
9,132,227,185,Worli,19.0166717,72.8166617
25,59,139,126,Worli,19.0166717,72.8166617
35,23,129,119,Worli,19.0166717,72.8166617
29,20,73,73,Worli,19.0166717,72.8166617
14,19,52,52,Worli,19.0166717,72.8166617
19,25,80,80,Worli,19.0166717,72.8166617
19,29,79,79,Worli,19.0166717,72.8166617
30,31,78,78,Worli,19.0166717,72.8166617
21,16,66,66,Worli,19.0166717,72.8166617
19,18,54,54,Worli,19.0166717,72.8166617
16,22,64,64,Worli,19.0166717,72.8166617
22,27,75,75,Worli,19.0166717,72.8166617
30,9,97,97,Worli,19.0166717,72.8166617
28,22,92,92,Worli,19.0166717,72.8166617
26,20,99,99,Worli,19.0166717,72.8166617
14,9,67,67,Worli,19.0166717,72.8166617
30,9,54,54,Worli,19.0166717,72.8166617
25,12,40,40,Worli,19.0166717,72.8166617
27,9,37,37,Worli,19.0166717,72.8166617
27,9,23,23,Worli,19.0166717,72.8166617
26,9,28,28,Worli,19.0166717,72.8166617
23,9,31,31,Worli,19.0166717,72.8166617
25,9,42,42,Worli,19.0166717,72.8166617
24,9,45,45,Worli,19.0166717,72.8166617
24,9,38,38,Worli,19.0166717,72.8166617
26,9,48,48,Worli,19.0166717,72.8166617
26,9,34,34,Worli,19.0166717,72.8166617
24,9,21,21,Worli,19.0166717,72.8166617
23,9,9,18,Worli,19.0166717,72.8166617
25,9,21,21,Worli,19.0166717,72.8166617
23,9,31,31,Worli,19.0166717,72.8166617
24,9,21,21,Worli,19.0166717,72.8166617
22,25,24,31,Worli,19.0166717,72.8166617
25,22,86,86,Worli,19.0166717,72.8166617
23,20,74,74,Worli,19.0166717,72.8166617
22,25,59,59,Worli,19.0166717,72.8166617
22,25,41,41,Worli,19.0166717,72.8166617
14,21,50,50,Worli,19.0166717,72.8166617
4,24,76,76,Worli,19.0166717,72.8166617
5,30,83,83,Worli,19.0166717,72.8166617
4,30,46,46,Worli,19.0166717,72.8166617
5,30,43,43,Worli,19.0166717,72.8166617
4,31,45,45,Worli,19.0166717,72.8166617
5,25,56,56,Worli,19.0166717,72.8166617
6,23,47,47,Worli,19.0166717,72.8166617
5,26,52,52,Worli,19.0166717,72.8166617
4,24,63,63,Worli,19.0166717,72.8166617
4,22,42,42,Worli,19.0166717,72.8166617
4,26,42,42,Worli,19.0166717,72.8166617
4,25,34,34,Worli,19.0166717,72.8166617
4,38,38,48,Worli,19.0166717,72.8166617
6,98,44,118,Worli,19.0166717,72.8166617
7,111,49,131,Worli,19.0166717,72.8166617
8,135,46,155,Worli,19.0166717,72.8166617
9,130,43,150,Worli,19.0166717,72.8166617
8,151,45,171,Worli,19.0166717,72.8166617
8,178,36,198,Worli,19.0166717,72.8166617
10,189,41,209,Worli,19.0166717,72.8166617
10,200,35,220,Worli,19.0166717,72.8166617
11,141,50,161,Worli,19.0166717,72.8166617
9,53,21,66,Worli,19.0166717,72.8166617
9,30,17,38,Worli,19.0166717,72.8166617
8,47,19,59,Worli,19.0166717,72.8166617
4,19,38,38,Worli,19.0166717,72.8166617
4,9,44,44,Worli,19.0166717,72.8166617
4,16,55,55,Worli,19.0166717,72.8166617
4,11,35,35,Worli,19.0166717,72.8166617
4,21,45,45,Worli,19.0166717,72.8166617
12,22,35,35,Worli,19.0166717,72.8166617
12,17,36,36,Worli,19.0166717,72.8166617
4,18,65,65,Worli,19.0166717,72.8166617
4,24,41,41,Worli,19.0166717,72.8166617
12,24,37,37,Worli,19.0166717,72.8166617
12,23,40,40,Worli,19.0166717,72.8166617
8,29,40,40,Worli,19.0166717,72.8166617
4,44,47,55,Worli,19.0166717,72.8166617
4,15,45,45,Worli,19.0166717,72.8166617
4,35,40,44,Worli,19.0166717,72.8166617
4,33,47,47,Worli,19.0166717,72.8166617
4,55,66,69,Worli,19.0166717,72.8166617
11,95,56,115,Worli,19.0166717,72.8166617
6,135,56,155,Worli,19.0166717,72.8166617
7,144,71,164,Worli,19.0166717,72.8166617
7,163,51,183,Worli,19.0166717,72.8166617
7,162,75,182,Worli,19.0166717,72.8166617
8,226,74,246,Worli,19.0166717,72.8166617
8,185,47,205,Worli,19.0166717,72.8166617
11,50,65,65,Worli,19.0166717,72.8166617
8,159,51,179,Worli,19.0166717,72.8166617
10,233,39,253,Worli,19.0166717,72.8166617
10,237,38,257,Worli,19.0166717,72.8166617
9,200,38,220,Worli,19.0166717,72.8166617
10,241,49,261,Worli,19.0166717,72.8166617
19,33,39,41,Worli,19.0166717,72.8166617
9,190,43,210,Worli,19.0166717,72.8166617
8,170,36,190,Worli,19.0166717,72.8166617
10,205,43,225,Worli,19.0166717,72.8166617
8,162,24,182,Worli,19.0166717,72.8166617
6,124,23,144,Worli,19.0166717,72.8166617
24,55,26,69,Worli,19.0166717,72.8166617
13,23,31,31,Worli,19.0166717,72.8166617
10,30,34,38,Worli,19.0166717,72.8166617
10,28,36,36,Worli,19.0166717,72.8166617
25,51,44,64,Worli,19.0166717,72.8166617
8,56,39,70,Worli,19.0166717,72.8166617
18,22,51,51,Worli,19.0166717,72.8166617
25,67,60,84,Worli,19.0166717,72.8166617
10,64,59,80,Worli,19.0166717,72.8166617
13,21,192,161,Worli,19.0166717,72.8166617
13,25,159,139,Worli,19.0166717,72.8166617
13,23,140,127,Worli,19.0166717,72.8166617
14,22,139,126,Worli,19.0166717,72.8166617
13,23,125,117,Worli,19.0166717,72.8166617
12,23,112,108,Worli,19.0166717,72.8166617
12,17,130,120,Worli,19.0166717,72.8166617
17,43,145,130,Worli,19.0166717,72.8166617
17,46,132,121,Worli,19.0166717,72.8166617
21,38,150,133,Worli,19.0166717,72.8166617
21,49,148,132,Worli,19.0166717,72.8166617
20,31,162,141,Worli,19.0166717,72.8166617
20,38,170,147,Worli,19.0166717,72.8166617
22,38,170,147,Worli,19.0166717,72.8166617
19,56,143,129,Worli,19.0166717,72.8166617
19,35,132,121,Worli,19.0166717,72.8166617
16,24,141,127,Worli,19.0166717,72.8166617
17,46,171,147,Worli,19.0166717,72.8166617
18,30,205,170,Worli,19.0166717,72.8166617
20,36,161,141,Worli,19.0166717,72.8166617
20,31,138,125,Worli,19.0166717,72.8166617
17,20,98,98,Worli,19.0166717,72.8166617
17,30,118,112,Worli,19.0166717,72.8166617
13,23,120,113,Worli,19.0166717,72.8166617
20,39,151,134,Worli,19.0166717,72.8166617
21,39,173,149,Worli,19.0166717,72.8166617
22,11,197,165,Worli,19.0166717,72.8166617
19,50,218,179,Worli,19.0166717,72.8166617
17,30,205,170,Worli,19.0166717,72.8166617
19,31,147,131,Worli,19.0166717,72.8166617
24,43,196,164,Worli,19.0166717,72.8166617
22,37,219,179,Worli,19.0166717,72.8166617
18,23,208,172,Worli,19.0166717,72.8166617
17,50,231,187,Worli,19.0166717,72.8166617
22,11,197,165,Worli,19.0166717,72.8166617
17,31,203,169,Worli,19.0166717,72.8166617
10,55,168,145,Worli,19.0166717,72.8166617
18,30,178,152,Worli,19.0166717,72.8166617
19,59,140,127,Worli,19.0166717,72.8166617
16,25,116,111,Worli,19.0166717,72.8166617
16,25,96,96,Worli,19.0166717,72.8166617
15,44,103,102,Worli,19.0166717,72.8166617
20,25,135,123,Worli,19.0166717,72.8166617
18,36,181,154,Worli,19.0166717,72.8166617
25,42,143,129,Worli,19.0166717,72.8166617
26,30,124,116,Worli,19.0166717,72.8166617
32,39,147,131,Worli,19.0166717,72.8166617
18,30,205,170,Worli,19.0166717,72.8166617
22,30,205,170,Worli,19.0166717,72.8166617
22,26,191,161,Worli,19.0166717,72.8166617
38,36,149,133,Worli,19.0166717,72.8166617
29,36,162,141,Worli,19.0166717,72.8166617
39,52,201,167,Worli,19.0166717,72.8166617
20,25,220,180,Worli,19.0166717,72.8166617
27,45,179,153,Worli,19.0166717,72.8166617
27,27,155,137,Worli,19.0166717,72.8166617
38,25,106,104,Worli,19.0166717,72.8166617
27,55,147,131,Worli,19.0166717,72.8166617
24,35,169,146,Worli,19.0166717,72.8166617
27,28,130,120,Worli,19.0166717,72.8166617
27,52,193,162,Worli,19.0166717,72.8166617
26,37,196,164,Worli,19.0166717,72.8166617
22,42,175,150,Worli,19.0166717,72.8166617
13,50,210,173,Worli,19.0166717,72.8166617
11,15,141,127,Worli,19.0166717,72.8166617
36,52,201,167,Worli,19.0166717,72.8166617
9,23,97,97,Worli,19.0166717,72.8166617
16,25,74,74,Worli,19.0166717,72.8166617
9,26,57,57,Worli,19.0166717,72.8166617
16,33,70,70,Worli,19.0166717,72.8166617
12,59,80,80,Worli,19.0166717,72.8166617
11,24,92,92,Worli,19.0166717,72.8166617
11,26,116,111,Worli,19.0166717,72.8166617
22,55,132,121,Worli,19.0166717,72.8166617
18,52,174,149,Worli,19.0166717,72.8166617
16,35,127,118,Worli,19.0166717,72.8166617
12,40,91,91,Worli,19.0166717,72.8166617
22,26,191,161,Worli,19.0166717,72.8166617
25,42,143,129,Worli,19.0166717,72.8166617
9,34,92,92,Worli,19.0166717,72.8166617
19,50,96,96,Worli,19.0166717,72.8166617
9,28,103,102,Worli,19.0166717,72.8166617
26,37,74,74,Worli,19.0166717,72.8166617
9,34,123,115,Worli,19.0166717,72.8166617
26,37,196,164,Worli,19.0166717,72.8166617
27,52,194,163,Worli,19.0166717,72.8166617
20,18,117,111,Worli,19.0166717,72.8166617
14,31,155,137,Worli,19.0166717,72.8166617
11,15,141,127,Worli,19.0166717,72.8166617
22,26,183,155,Worli,19.0166717,72.8166617
19,40,144,129,Worli,19.0166717,72.8166617
