SO2,NOx,RSPM,AQI,City,latitude,longitude
36,76,185,157,Vasai,19.366636,72.816101
46,81,143,129,Vasai,19.366636,72.816101
36,80,183,155,Vasai,19.366636,72.816101
40,72,191,161,Vasai,19.366636,72.816101
20,69,147,131,Vasai,19.366636,72.816101
17,71,163,142,Vasai,19.366636,72.816101
19,49,149,133,Vasai,19.366636,72.816101
41,71,114,109,Vasai,19.366636,72.816101
25,53,113,109,Vasai,19.366636,72.816101
27,37,144,129,Vasai,19.366636,72.816101
26,52,148,132,Vasai,19.366636,72.816101
18,37,155,137,Vasai,19.366636,72.816101
18,39,206,171,Vasai,19.366636,72.816101
18,84,199,166,Vasai,19.366636,72.816101
18,53,225,183,Vasai,19.366636,72.816101
17,41,251,201,Vasai,19.366636,72.816101
18,60,209,173,Vasai,19.366636,72.816101
20,50,145,130,Vasai,19.366636,72.816101
18,85,119,113,Vasai,19.366636,72.816101
21,52,130,120,Vasai,19.366636,72.816101
24,78,126,117,Vasai,19.366636,72.816101
24,59,113,109,Vasai,19.366636,72.816101
27,33,83,83,Vasai,19.366636,72.816101
31,41,95,95,Vasai,19.366636,72.816101
34,53,105,103,Vasai,19.366636,72.816101
20,28,116,111,Vasai,19.366636,72.816101
19,36,134,123,Vasai,19.366636,72.816101
19,60,117,111,Vasai,19.366636,72.816101
21,53,115,110,Vasai,19.366636,72.816101
21,26,121,114,Vasai,19.366636,72.816101
25,33,140,127,Vasai,19.366636,72.816101
29,31,104,103,Vasai,19.366636,72.816101
32,32,107,105,Vasai,19.366636,72.816101
33,34,124,116,Vasai,19.366636,72.816101
22,30,142,128,Vasai,19.366636,72.816101
19,34,205,170,Vasai,19.366636,72.816101
21,23,132,121,Vasai,19.366636,72.816101
28,31,150,133,Vasai,19.366636,72.816101
23,36,149,133,Vasai,19.366636,72.816101
27,35,129,119,Vasai,19.366636,72.816101
20,58,121,114,Vasai,19.366636,72.816101
25,39,90,90,Vasai,19.366636,72.816101
22,25,93,93,Vasai,19.366636,72.816101
20,69,92,92,Vasai,19.366636,72.816101
20,12,86,86,Vasai,19.366636,72.816101
21,13,87,87,Vasai,19.366636,72.816101
21,17,110,107,Vasai,19.366636,72.816101
20,21,134,123,Vasai,19.366636,72.816101
20,20,143,129,Vasai,19.366636,72.816101
21,21,179,153,Vasai,19.366636,72.816101
21,22,155,137,Vasai,19.366636,72.816101
22,13,130,120,Vasai,19.366636,72.816101
22,12,104,103,Vasai,19.366636,72.816101
19,17,126,117,Vasai,19.366636,72.816101
18,19,111,107,Vasai,19.366636,72.816101
20,18,149,133,Vasai,19.366636,72.816101
20,13,150,133,Vasai,19.366636,72.816101
21,12,111,107,Vasai,19.366636,72.816101
19,12,142,128,Vasai,19.366636,72.816101
21,14,234,189,Vasai,19.366636,72.816101
21,17,341,291,Vasai,19.366636,72.816101
24,20,314,264,Vasai,19.366636,72.816101
18,12,203,169,Vasai,19.366636,72.816101
19,21,152,135,Vasai,19.366636,72.816101
19,18,98,98,Vasai,19.366636,72.816101
17,12,78,78,Vasai,19.366636,72.816101
17,12,84,84,Vasai,19.366636,72.816101
19,10,90,90,Vasai,19.366636,72.816101
19,13,104,103,Vasai,19.366636,72.816101
19,8,65,65,Vasai,19.366636,72.816101
19,13,71,71,Vasai,19.366636,72.816101
22,20,77,77,Vasai,19.366636,72.816101
20,20,95,95,Vasai,19.366636,72.816101
19,14,90,90,Vasai,19.366636,72.816101
20,14,104,103,Vasai,19.366636,72.816101
20,10,105,103,Vasai,19.366636,72.816101
20,10,84,84,Vasai,19.366636,72.816101
17,9,85,85,Vasai,19.366636,72.816101
17,195,74,215,Vasai,19.366636,72.816101
28,13,47,47,Vasai,19.366636,72.816101
27,11,47,47,Vasai,19.366636,72.816101
17,32,34,40,Vasai,19.366636,72.816101
20,36,31,45,Vasai,19.366636,72.816101
22,18,94,94,Vasai,19.366636,72.816101
22,38,52,52,Vasai,19.366636,72.816101
21,9,78,78,Vasai,19.366636,72.816101
20,16,66,66,Vasai,19.366636,72.816101
20,14,68,68,Vasai,19.366636,72.816101
20,10,73,73,Vasai,19.366636,72.816101
20,12,68,68,Vasai,19.366636,72.816101
26,9,117,111,Vasai,19.366636,72.816101
23,11,72,72,Vasai,19.366636,72.816101
23,13,174,149,Vasai,19.366636,72.816101
27,9,66,66,Vasai,19.366636,72.816101
26,9,73,73,Vasai,19.366636,72.816101
28,9,62,62,Vasai,19.366636,72.816101
26,9,53,53,Vasai,19.366636,72.816101
26,9,69,69,Vasai,19.366636,72.816101
24,11,62,62,Vasai,19.366636,72.816101
27,9,47,47,Vasai,19.366636,72.816101
24,31,51,51,Vasai,19.366636,72.816101
8,9,150,133,Vasai,19.366636,72.816101
13,9,67,67,Vasai,19.366636,72.816101
8,9,49,49,Vasai,19.366636,72.816101
11,9,47,47,Vasai,19.366636,72.816101
20,15,43,43,Vasai,19.366636,72.816101
18,52,40,65,Vasai,19.366636,72.816101
14,34,41,43,Vasai,19.366636,72.816101
16,33,51,51,Vasai,19.366636,72.816101
15,36,58,58,Vasai,19.366636,72.816101
8,15,29,29,Vasai,19.366636,72.816101
8,15,34,34,Vasai,19.366636,72.816101
9,12,25,25,Vasai,19.366636,72.816101
11,12,26,26,Vasai,19.366636,72.816101
12,14,26,26,Vasai,19.366636,72.816101
13,17,28,28,Vasai,19.366636,72.816101
17,15,26,26,Vasai,19.366636,72.816101
12,35,29,44,Vasai,19.366636,72.816101
14,15,25,25,Vasai,19.366636,72.816101
14,14,33,33,Vasai,19.366636,72.816101
14,12,60,60,Vasai,19.366636,72.816101
15,7,80,80,Vasai,19.366636,72.816101
16,12,90,90,Vasai,19.366636,72.816101
17,10,104,103,Vasai,19.366636,72.816101
12,9,82,82,Vasai,19.366636,72.816101
8,25,157,138,Vasai,19.366636,72.816101
8,32,67,67,Vasai,19.366636,72.816101
8,30,70,70,Vasai,19.366636,72.816101
8,32,92,92,Vasai,19.366636,72.816101
8,30,71,71,Vasai,19.366636,72.816101
8,30,66,66,Vasai,19.366636,72.816101
8,30,59,59,Vasai,19.366636,72.816101
8,33,81,81,Vasai,19.366636,72.816101
8,27,66,66,Vasai,19.366636,72.816101
7,29,50,50,Vasai,19.366636,72.816101
9,36,61,61,Vasai,19.366636,72.816101
10,37,51,51,Vasai,19.366636,72.816101
8,40,50,50,Vasai,19.366636,72.816101
9,43,55,55,Vasai,19.366636,72.816101
8,42,53,53,Vasai,19.366636,72.816101
9,34,48,48,Vasai,19.366636,72.816101
8,36,55,55,Vasai,19.366636,72.816101
12,36,54,54,Vasai,19.366636,72.816101
8,37,43,46,Vasai,19.366636,72.816101
8,35,43,44,Vasai,19.366636,72.816101
8,41,46,51,Vasai,19.366636,72.816101
8,52,96,96,Vasai,19.366636,72.816101
8,41,57,57,Vasai,19.366636,72.816101
8,41,64,64,Vasai,19.366636,72.816101
8,39,54,54,Vasai,19.366636,72.816101
8,39,68,68,Vasai,19.366636,72.816101
9,40,92,92,Vasai,19.366636,72.816101
9,44,93,93,Vasai,19.366636,72.816101
10,47,107,105,Vasai,19.366636,72.816101
9,70,83,88,Vasai,19.366636,72.816101
9,18,85,85,Vasai,19.366636,72.816101
9,38,84,84,Vasai,19.366636,72.816101
8,40,84,84,Vasai,19.366636,72.816101
8,41,76,76,Vasai,19.366636,72.816101
9,41,94,94,Vasai,19.366636,72.816101
8,37,108,105,Vasai,19.366636,72.816101
9,33,102,101,Vasai,19.366636,72.816101
10,40,74,74,Vasai,19.366636,72.816101
12,41,68,68,Vasai,19.366636,72.816101
9,43,53,54,Vasai,19.366636,72.816101
8,39,59,59,Vasai,19.366636,72.816101
8,41,65,65,Vasai,19.366636,72.816101
8,40,43,50,Vasai,19.366636,72.816101
8,37,37,46,Vasai,19.366636,72.816101
8,40,43,50,Vasai,19.366636,72.816101
10,52,107,105,Vasai,19.366636,72.816101
9,39,75,75,Vasai,19.366636,72.816101
16,47,91,91,Vasai,19.366636,72.816101
15,38,44,48,Vasai,19.366636,72.816101
16,38,44,48,Vasai,19.366636,72.816101
13,39,61,61,Vasai,19.366636,72.816101
13,43,73,73,Vasai,19.366636,72.816101
11,39,59,59,Vasai,19.366636,72.816101
18,42,98,98,Vasai,19.366636,72.816101
18,40,111,107,Vasai,19.366636,72.816101
8,40,138,125,Vasai,19.366636,72.816101
8,40,101,101,Vasai,19.366636,72.816101
6,41,117,111,Vasai,19.366636,72.816101
11,39,96,96,Vasai,19.366636,72.816101
12,41,93,93,Vasai,19.366636,72.816101
14,42,90,90,Vasai,19.366636,72.816101
13,44,109,106,Vasai,19.366636,72.816101
11,49,115,110,Vasai,19.366636,72.816101
11,52,110,107,Vasai,19.366636,72.816101
11,52,121,114,Vasai,19.366636,72.816101
13,50,121,114,Vasai,19.366636,72.816101
17,50,136,124,Vasai,19.366636,72.816101
17,56,146,131,Vasai,19.366636,72.816101
17,50,169,146,Vasai,19.366636,72.816101
21,53,172,148,Vasai,19.366636,72.816101
15,41,155,137,Vasai,19.366636,72.816101
15,33,206,171,Vasai,19.366636,72.816101
11,27,145,130,Vasai,19.366636,72.816101
11,26,144,129,Vasai,19.366636,72.816101
15,40,175,150,Vasai,19.366636,72.816101
11,36,179,153,Vasai,19.366636,72.816101
12,37,200,167,Vasai,19.366636,72.816101
16,39,126,117,Vasai,19.366636,72.816101
14,47,115,110,Vasai,19.366636,72.816101
15,42,141,127,Vasai,19.366636,72.816101
15,56,119,113,Vasai,19.366636,72.816101
14,58,138,125,Vasai,19.366636,72.816101
18,68,195,163,Vasai,19.366636,72.816101
17,59,202,168,Vasai,19.366636,72.816101
13,54,214,176,Vasai,19.366636,72.816101
18,53,224,183,Vasai,19.366636,72.816101
30,56,171,147,Vasai,19.366636,72.816101
15,52,236,191,Vasai,19.366636,72.816101
19,34,196,164,Vasai,19.366636,72.816101
17,35,216,177,Vasai,19.366636,72.816101
12,44,221,181,Vasai,19.366636,72.816101
16,45,218,179,Vasai,19.366636,72.816101
11,32,284,234,Vasai,19.366636,72.816101
11,29,262,212,Vasai,19.366636,72.816101
13,29,283,233,Vasai,19.366636,72.816101
13,28,265,215,Vasai,19.366636,72.816101
12,28,305,255,Vasai,19.366636,72.816101
20,28,278,228,Vasai,19.366636,72.816101
21,31,285,235,Vasai,19.366636,72.816101
15,29,168,145,Vasai,19.366636,72.816101
11,46,252,202,Vasai,19.366636,72.816101
13,31,222,181,Vasai,19.366636,72.816101
18,42,200,167,Vasai,19.366636,72.816101
15,30,154,136,Vasai,19.366636,72.816101
12,40,163,142,Vasai,19.366636,72.816101
18,39,151,134,Vasai,19.366636,72.816101
22,38,164,143,Vasai,19.366636,72.816101
16,30,191,161,Vasai,19.366636,72.816101
14,24,156,137,Vasai,19.366636,72.816101
29,21,126,117,Vasai,19.366636,72.816101
20,20,157,138,Vasai,19.366636,72.816101
20,18,210,173,Vasai,19.366636,72.816101
20,17,232,188,Vasai,19.366636,72.816101
13,18,162,141,Vasai,19.366636,72.816101
21,17,117,111,Vasai,19.366636,72.816101
21,19,169,146,Vasai,19.366636,72.816101
20,22,226,184,Vasai,19.366636,72.816101
17,21,259,209,Vasai,19.366636,72.816101
21,23,240,193,Vasai,19.366636,72.816101
18,21,235,190,Vasai,19.366636,72.816101
16,25,262,212,Vasai,19.366636,72.816101
22,23,175,150,Vasai,19.366636,72.816101
25,22,159,139,Vasai,19.366636,72.816101
19,27,202,168,Vasai,19.366636,72.816101
20,26,178,152,Vasai,19.366636,72.816101
16,30,185,157,Vasai,19.366636,72.816101
16,24,190,160,Vasai,19.366636,72.816101
16,31,202,168,Vasai,19.366636,72.816101
19,33,176,151,Vasai,19.366636,72.816101
20,26,156,137,Vasai,19.366636,72.816101
13,30,130,120,Vasai,19.366636,72.816101
19,29,158,139,Vasai,19.366636,72.816101
16,50,179,153,Vasai,19.366636,72.816101
16,41,148,132,Vasai,19.366636,72.816101
23,53,230,187,Vasai,19.366636,72.816101
15,47,237,191,Vasai,19.366636,72.816101
24,47,206,171,Vasai,19.366636,72.816101
20,60,184,156,Vasai,19.366636,72.816101
22,30,211,174,Vasai,19.366636,72.816101
14,24,242,195,Vasai,19.366636,72.816101
13,22,218,179,Vasai,19.366636,72.816101
13,22,177,151,Vasai,19.366636,72.816101
14,21,132,121,Vasai,19.366636,72.816101
15,22,123,115,Vasai,19.366636,72.816101
16,22,139,126,Vasai,19.366636,72.816101
17,22,165,143,Vasai,19.366636,72.816101
17,22,172,148,Vasai,19.366636,72.816101
16,22,168,145,Vasai,19.366636,72.816101
16,22,192,161,Vasai,19.366636,72.816101
16,22,143,129,Vasai,19.366636,72.816101
13,21,133,122,Vasai,19.366636,72.816101
18,22,155,137,Vasai,19.366636,72.816101
14,29,140,127,Vasai,19.366636,72.816101
16,22,163,142,Vasai,19.366636,72.816101
16,22,157,138,Vasai,19.366636,72.816101
14,22,191,161,Vasai,19.366636,72.816101
14,24,194,163,Vasai,19.366636,72.816101
19,22,203,169,Vasai,19.366636,72.816101
16,24,150,133,Vasai,19.366636,72.816101
13,22,192,161,Vasai,19.366636,72.816101
11,22,190,160,Vasai,19.366636,72.816101
14,22,182,155,Vasai,19.366636,72.816101
14,21,185,157,Vasai,19.366636,72.816101
14,22,191,161,Vasai,19.366636,72.816101
14,22,162,141,Vasai,19.366636,72.816101
13,21,204,169,Vasai,19.366636,72.816101
16,27,222,181,Vasai,19.366636,72.816101
16,21,215,177,Vasai,19.366636,72.816101
17,24,246,197,Vasai,19.366636,72.816101
13,21,155,137,Vasai,19.366636,72.816101
13,17,204,169,Vasai,19.366636,72.816101
15,20,208,172,Vasai,19.366636,72.816101
18,19,203,169,Vasai,19.366636,72.816101
13,22,164,143,Vasai,19.366636,72.816101
16,21,196,164,Vasai,19.366636,72.816101
17,22,203,169,Vasai,19.366636,72.816101
15,21,206,171,Vasai,19.366636,72.816101
14,22,236,191,Vasai,19.366636,72.816101
11,21,181,154,Vasai,19.366636,72.816101
10,36,213,175,Vasai,19.366636,72.816101
10,26,254,204,Vasai,19.366636,72.816101
12,25,331,281,Vasai,19.366636,72.816101
19,31,297,247,Vasai,19.366636,72.816101
18,29,287,237,Vasai,19.366636,72.816101
14,21,241,194,Vasai,19.366636,72.816101
17,37,178,152,Vasai,19.366636,72.816101
22,38,175,150,Vasai,19.366636,72.816101
11,22,168,145,Vasai,19.366636,72.816101
17,21,108,105,Vasai,19.366636,72.816101
17,21,172,148,Vasai,19.366636,72.816101
15,21,220,180,Vasai,19.366636,72.816101
13,27,259,209,Vasai,19.366636,72.816101
17,30,177,151,Vasai,19.366636,72.816101
17,26,205,170,Vasai,19.366636,72.816101
12,30,155,137,Vasai,19.366636,72.816101
19,66,189,159,Kandivli,19.2045299,72.8519955
19,76,195,163,Kandivli,19.2045299,72.8519955
20,90,112,110,Kandivli,19.2045299,72.8519955
10,28,148,132,Kandivli,19.2045299,72.8519955
9,36,45,45,Kandivli,19.2045299,72.8519955
8,44,40,55,Kandivli,19.2045299,72.8519955
10,25,80,80,Kandivli,19.2045299,72.8519955
10,28,88,88,Kandivli,19.2045299,72.8519955
11,29,87,87,Kandivli,19.2045299,72.8519955
11,32,66,66,Kandivli,19.2045299,72.8519955
10,24,58,58,Kandivli,19.2045299,72.8519955
10,22,71,71,Kandivli,19.2045299,72.8519955
10,26,83,83,Kandivli,19.2045299,72.8519955
10,26,84,84,Kandivli,19.2045299,72.8519955
11,27,77,77,Kandivli,19.2045299,72.8519955
11,31,96,96,Kandivli,19.2045299,72.8519955
11,36,102,101,Kandivli,19.2045299,72.8519955
11,37,77,77,Kandivli,19.2045299,72.8519955
11,38,54,54,Kandivli,19.2045299,72.8519955
11,34,56,56,Kandivli,19.2045299,72.8519955
12,28,67,67,Kandivli,19.2045299,72.8519955
11,27,51,51,Kandivli,19.2045299,72.8519955
11,29,43,43,Kandivli,19.2045299,72.8519955
11,39,45,49,Kandivli,19.2045299,72.8519955
11,26,31,33,Kandivli,19.2045299,72.8519955
12,32,37,40,Kandivli,19.2045299,72.8519955
11,9,42,42,Kandivli,19.2045299,72.8519955
11,9,37,37,Kandivli,19.2045299,72.8519955
12,7,40,40,Kandivli,19.2045299,72.8519955
12,13,44,44,Kandivli,19.2045299,72.8519955
13,18,54,54,Kandivli,19.2045299,72.8519955
12,10,50,50,Kandivli,19.2045299,72.8519955
12,13,41,41,Kandivli,19.2045299,72.8519955
12,20,33,33,Kandivli,19.2045299,72.8519955
14,17,31,31,Kandivli,19.2045299,72.8519955
14,22,44,44,Kandivli,19.2045299,72.8519955
13,43,27,54,Kandivli,19.2045299,72.8519955
14,32,66,66,Kandivli,19.2045299,72.8519955
15,29,54,54,Kandivli,19.2045299,72.8519955
15,26,61,61,Kandivli,19.2045299,72.8519955
14,27,64,64,Kandivli,19.2045299,72.8519955
10,33,64,64,Kandivli,19.2045299,72.8519955
10,32,57,57,Kandivli,19.2045299,72.8519955
13,28,43,43,Kandivli,19.2045299,72.8519955
11,26,44,44,Kandivli,19.2045299,72.8519955
14,42,36,53,Kandivli,19.2045299,72.8519955
14,38,29,48,Kandivli,19.2045299,72.8519955
13,25,35,35,Kandivli,19.2045299,72.8519955
13,23,49,49,Kandivli,19.2045299,72.8519955
9,34,46,46,Kandivli,19.2045299,72.8519955
11,28,51,51,Kandivli,19.2045299,72.8519955
11,30,54,54,Kandivli,19.2045299,72.8519955
12,32,47,47,Kandivli,19.2045299,72.8519955
12,32,39,40,Kandivli,19.2045299,72.8519955
13,9,38,38,Kandivli,19.2045299,72.8519955
11,33,45,45,Kandivli,19.2045299,72.8519955
11,22,44,44,Kandivli,19.2045299,72.8519955
14,24,44,44,Kandivli,19.2045299,72.8519955
13,20,56,56,Kandivli,19.2045299,72.8519955
13,20,53,53,Kandivli,19.2045299,72.8519955
13,9,71,71,Kandivli,19.2045299,72.8519955
14,9,90,90,Kandivli,19.2045299,72.8519955
15,9,70,70,Kandivli,19.2045299,72.8519955
14,9,81,81,Kandivli,19.2045299,72.8519955
14,9,95,95,Kandivli,19.2045299,72.8519955
14,9,89,89,Kandivli,19.2045299,72.8519955
14,9,44,44,Kandivli,19.2045299,72.8519955
14,9,69,69,Kandivli,19.2045299,72.8519955
14,9,74,74,Kandivli,19.2045299,72.8519955
15,9,54,54,Kandivli,19.2045299,72.8519955
15,9,46,46,Kandivli,19.2045299,72.8519955
14,9,48,48,Kandivli,19.2045299,72.8519955
14,9,68,68,Kandivli,19.2045299,72.8519955
15,9,43,43,Kandivli,19.2045299,72.8519955
15,9,61,61,Kandivli,19.2045299,72.8519955
15,9,69,69,Kandivli,19.2045299,72.8519955
16,9,59,59,Kandivli,19.2045299,72.8519955
15,9,51,51,Kandivli,19.2045299,72.8519955
15,32,45,45,Kandivli,19.2045299,72.8519955
14,34,28,43,Kandivli,19.2045299,72.8519955
14,33,56,56,Kandivli,19.2045299,72.8519955
15,47,29,59,Kandivli,19.2045299,72.8519955
15,43,36,54,Kandivli,19.2045299,72.8519955
14,45,26,56,Kandivli,19.2045299,72.8519955
16,61,52,76,Kandivli,19.2045299,72.8519955
16,74,49,93,Kandivli,19.2045299,72.8519955
16,43,86,86,Kandivli,19.2045299,72.8519955
15,31,100,100,Kandivli,19.2045299,72.8519955
15,40,88,88,Kandivli,19.2045299,72.8519955
15,47,85,85,Kandivli,19.2045299,72.8519955
15,42,83,83,Kandivli,19.2045299,72.8519955
15,47,87,87,Kandivli,19.2045299,72.8519955
15,42,97,97,Kandivli,19.2045299,72.8519955
15,41,93,93,Kandivli,19.2045299,72.8519955
16,33,146,131,Kandivli,19.2045299,72.8519955
15,62,160,140,Kandivli,19.2045299,72.8519955
16,55,238,192,Kandivli,19.2045299,72.8519955
15,45,143,129,Kandivli,19.2045299,72.8519955
16,40,182,155,Kandivli,19.2045299,72.8519955
17,30,169,146,Kandivli,19.2045299,72.8519955
16,46,145,130,Kandivli,19.2045299,72.8519955
17,36,148,132,Kandivli,19.2045299,72.8519955
16,43,153,135,Kandivli,19.2045299,72.8519955
16,49,189,159,Kandivli,19.2045299,72.8519955
16,51,151,134,Kandivli,19.2045299,72.8519955
17,50,164,143,Kandivli,19.2045299,72.8519955
17,57,142,128,Kandivli,19.2045299,72.8519955
17,52,180,153,Kandivli,19.2045299,72.8519955
17,57,194,163,Kandivli,19.2045299,72.8519955
17,58,174,149,Kandivli,19.2045299,72.8519955
17,62,174,149,Kandivli,19.2045299,72.8519955
18,60,188,159,Kandivli,19.2045299,72.8519955
17,62,159,139,Kandivli,19.2045299,72.8519955
17,56,196,164,Kandivli,19.2045299,72.8519955
17,56,190,160,Kandivli,19.2045299,72.8519955
18,51,174,149,Kandivli,19.2045299,72.8519955
10,138,195,163,Kandivli,19.2045299,72.8519955
18,49,144,129,Kandivli,19.2045299,72.8519955
14,48,133,122,Kandivli,19.2045299,72.8519955
14,43,107,105,Kandivli,19.2045299,72.8519955
16,52,146,131,Kandivli,19.2045299,72.8519955
16,50,210,173,Kandivli,19.2045299,72.8519955
18,50,198,165,Kandivli,19.2045299,72.8519955
14,45,225,183,Kandivli,19.2045299,72.8519955
18,55,206,171,Kandivli,19.2045299,72.8519955
18,55,186,157,Kandivli,19.2045299,72.8519955
18,64,138,125,Kandivli,19.2045299,72.8519955
18,51,183,155,Kandivli,19.2045299,72.8519955
18,53,196,164,Kandivli,19.2045299,72.8519955
18,55,187,158,Kandivli,19.2045299,72.8519955
16,70,227,185,Kandivli,19.2045299,72.8519955
17,67,247,198,Kandivli,19.2045299,72.8519955
17,41,245,197,Kandivli,19.2045299,72.8519955
20,56,187,158,Kandivli,19.2045299,72.8519955
18,56,159,139,Kandivli,19.2045299,72.8519955
16,61,151,134,Kandivli,19.2045299,72.8519955
15,55,148,132,Kandivli,19.2045299,72.8519955
20,53,142,128,Kandivli,19.2045299,72.8519955
17,52,124,116,Kandivli,19.2045299,72.8519955
19,57,113,109,Kandivli,19.2045299,72.8519955
19,59,126,117,Kandivli,19.2045299,72.8519955
18,47,149,133,Kandivli,19.2045299,72.8519955
18,52,148,132,Kandivli,19.2045299,72.8519955
19,33,131,121,Kandivli,19.2045299,72.8519955
20,69,185,157,Kandivli,19.2045299,72.8519955
23,54,228,185,Kandivli,19.2045299,72.8519955
26,62,407,371,Kandivli,19.2045299,72.8519955
23,69,172,148,Kandivli,19.2045299,72.8519955
23,82,196,164,Kandivli,19.2045299,72.8519955
23,67,213,175,Kandivli,19.2045299,72.8519955
21,74,214,176,Kandivli,19.2045299,72.8519955
20,88,203,169,Kandivli,19.2045299,72.8519955
21,82,171,147,Kandivli,19.2045299,72.8519955
20,73,159,139,Kandivli,19.2045299,72.8519955
21,69,217,178,Kandivli,19.2045299,72.8519955
21,70,183,155,Kandivli,19.2045299,72.8519955
22,69,156,137,Kandivli,19.2045299,72.8519955
22,88,180,153,Kandivli,19.2045299,72.8519955
21,69,212,175,Kandivli,19.2045299,72.8519955
21,64,169,146,Kandivli,19.2045299,72.8519955
21,93,220,180,Kandivli,19.2045299,72.8519955
20,78,237,191,Kandivli,19.2045299,72.8519955
21,83,193,162,Kandivli,19.2045299,72.8519955
24,86,217,178,Kandivli,19.2045299,72.8519955
22,79,229,186,Kandivli,19.2045299,72.8519955
22,79,229,186,Kandivli,19.2045299,72.8519955
21,80,215,177,Kandivli,19.2045299,72.8519955
23,86,185,157,Kandivli,19.2045299,72.8519955
22,56,149,133,Kandivli,19.2045299,72.8519955
27,87,195,163,Kandivli,19.2045299,72.8519955
26,86,178,152,Kandivli,19.2045299,72.8519955
24,85,201,167,Kandivli,19.2045299,72.8519955
24,70,177,151,Kandivli,19.2045299,72.8519955
23,120,216,177,Kandivli,19.2045299,72.8519955
25,80,177,151,Kandivli,19.2045299,72.8519955
25,51,136,124,Kandivli,19.2045299,72.8519955
25,53,142,128,Kandivli,19.2045299,72.8519955
19,102,231,187,Mulund,19.174673,72.943108
18,83,111,107,Mulund,19.174673,72.943108
16,94,143,129,Mulund,19.174673,72.943108
11,91,159,139,Mulund,19.174673,72.943108
13,61,173,149,Mulund,19.174673,72.943108
11,52,168,145,Mulund,19.174673,72.943108
10,65,182,155,Mulund,19.174673,72.943108
12,57,132,121,Mulund,19.174673,72.943108
10,59,122,115,Mulund,19.174673,72.943108
12,57,126,117,Mulund,19.174673,72.943108
12,53,140,127,Mulund,19.174673,72.943108
13,65,146,131,Mulund,19.174673,72.943108
12,59,148,132,Mulund,19.174673,72.943108
10,102,138,125,Mulund,19.174673,72.943108
15,97,224,183,Mulund,19.174673,72.943108
17,49,213,175,Mulund,19.174673,72.943108
14,48,180,153,Mulund,19.174673,72.943108
16,44,150,133,Mulund,19.174673,72.943108
13,45,133,122,Mulund,19.174673,72.943108
12,42,114,109,Mulund,19.174673,72.943108
10,43,119,113,Mulund,19.174673,72.943108
13,44,126,117,Mulund,19.174673,72.943108
17,22,107,105,Mulund,19.174673,72.943108
12,31,92,92,Mulund,19.174673,72.943108
11,38,92,92,Mulund,19.174673,72.943108
15,38,123,115,Mulund,19.174673,72.943108
17,44,132,121,Mulund,19.174673,72.943108
14,110,174,149,Mulund,19.174673,72.943108
22,121,184,156,Mulund,19.174673,72.943108
17,47,102,101,Mulund,19.174673,72.943108
18,17,87,87,Mulund,19.174673,72.943108
17,48,95,95,Mulund,19.174673,72.943108
42,42,90,90,Mulund,19.174673,72.943108
16,42,104,103,Mulund,19.174673,72.943108
14,37,114,109,Mulund,19.174673,72.943108
44,16,160,140,Mulund,19.174673,72.943108
13,45,142,128,Mulund,19.174673,72.943108
13,46,125,117,Mulund,19.174673,72.943108
19,39,106,104,Mulund,19.174673,72.943108
17,46,150,133,Mulund,19.174673,72.943108
20,43,114,109,Mulund,19.174673,72.943108
19,51,121,114,Mulund,19.174673,72.943108
16,44,103,102,Mulund,19.174673,72.943108
17,48,78,78,Mulund,19.174673,72.943108
16,46,73,73,Mulund,19.174673,72.943108
15,46,82,82,Mulund,19.174673,72.943108
16,49,93,93,Mulund,19.174673,72.943108
15,46,95,95,Mulund,19.174673,72.943108
16,46,96,96,Mulund,19.174673,72.943108
14,45,149,133,Mulund,19.174673,72.943108
16,47,173,149,Mulund,19.174673,72.943108
17,45,129,119,Mulund,19.174673,72.943108
16,45,98,98,Mulund,19.174673,72.943108
17,46,88,88,Mulund,19.174673,72.943108
16,48,94,94,Mulund,19.174673,72.943108
14,37,102,101,Mulund,19.174673,72.943108
16,49,118,112,Mulund,19.174673,72.943108
13,43,129,119,Mulund,19.174673,72.943108
13,49,103,102,Mulund,19.174673,72.943108
16,30,115,110,Mulund,19.174673,72.943108
18,51,189,159,Mulund,19.174673,72.943108
14,45,245,197,Mulund,19.174673,72.943108
17,47,225,183,Mulund,19.174673,72.943108
17,40,164,143,Mulund,19.174673,72.943108
17,48,126,117,Mulund,19.174673,72.943108
16,52,67,67,Mulund,19.174673,72.943108
15,50,68,68,Mulund,19.174673,72.943108
14,44,78,78,Mulund,19.174673,72.943108
17,44,81,81,Mulund,19.174673,72.943108
16,17,89,89,Mulund,19.174673,72.943108
16,45,61,61,Mulund,19.174673,72.943108
15,48,57,60,Mulund,19.174673,72.943108
14,45,61,61,Mulund,19.174673,72.943108
14,45,80,80,Mulund,19.174673,72.943108
14,44,77,77,Mulund,19.174673,72.943108
15,45,82,82,Mulund,19.174673,72.943108
12,16,87,87,Mulund,19.174673,72.943108
12,58,105,103,Mulund,19.174673,72.943108
12,53,81,81,Mulund,19.174673,72.943108
12,44,66,66,Mulund,19.174673,72.943108
12,49,75,75,Mulund,19.174673,72.943108
15,46,62,62,Mulund,19.174673,72.943108
15,41,55,55,Mulund,19.174673,72.943108
16,42,58,58,Mulund,19.174673,72.943108
16,49,56,61,Mulund,19.174673,72.943108
16,53,33,66,Mulund,19.174673,72.943108
17,60,38,75,Mulund,19.174673,72.943108
